Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value,literacy_category,literacy_level,info
Singapore,2010,Female,15-24 year olds,Percent,99.76667,High,Satisfactory,Singapore - Satisfactory
Singapore,2011,Female,15-24 year olds,Percent,99.80174,High,Satisfactory,Singapore - Satisfactory
Singapore,2012,Female,15-24 year olds,Percent,99.84381,High,Satisfactory,Singapore - Satisfactory
Singapore,2013,Female,15-24 year olds,Percent,99.88263,High,Satisfactory,Singapore - Satisfactory
Singapore,2014,Female,15-24 year olds,Percent,99.90389,High,Satisfactory,Singapore - Satisfactory
Singapore,2015,Female,15-24 year olds,Percent,99.91993,High,Satisfactory,Singapore - Satisfactory
Singapore,1980,All genders,15-24 year olds,Percent,96.28812,High,Satisfactory,Singapore - Satisfactory
Singapore,1990,All genders,15-24 year olds,Percent,98.9667,High,Satisfactory,Singapore - Satisfactory
Singapore,2000,All genders,15-24 year olds,Percent,99.5046,High,Satisfactory,Singapore - Satisfactory
Singapore,2010,All genders,15-24 year olds,Percent,99.75182,High,Satisfactory,Singapore - Satisfactory
Singapore,2011,All genders,15-24 year olds,Percent,99.82384,High,Satisfactory,Singapore - Satisfactory
Singapore,2012,All genders,15-24 year olds,Percent,99.84586,High,Satisfactory,Singapore - Satisfactory
Singapore,2013,All genders,15-24 year olds,Percent,99.88415,High,Satisfactory,Singapore - Satisfactory
Singapore,2014,All genders,15-24 year olds,Percent,99.90047,High,Satisfactory,Singapore - Satisfactory
Singapore,2015,All genders,15-24 year olds,Percent,99.91459,High,Satisfactory,Singapore - Satisfactory
Slovenia,1991,Male,15-24 year olds,Percent,99.73697,High,Satisfactory,Slovenia - Satisfactory
Slovenia,2004,Male,15-24 year olds,Percent,99.78856,High,Satisfactory,Slovenia - Satisfactory
Slovenia,2014,Male,15-24 year olds,Percent,99.81183,High,Satisfactory,Slovenia - Satisfactory
Slovenia,2015,Male,15-24 year olds,Percent,99.81412,High,Satisfactory,Slovenia - Satisfactory
Slovenia,1991,Female,15-24 year olds,Percent,99.77901,High,Satisfactory,Slovenia - Satisfactory
Slovenia,2004,Female,15-24 year olds,Percent,99.86676,High,Satisfactory,Slovenia - Satisfactory
Slovenia,2014,Female,15-24 year olds,Percent,99.90964,High,Satisfactory,Slovenia - Satisfactory
Slovenia,2015,Female,15-24 year olds,Percent,99.9132,High,Satisfactory,Slovenia - Satisfactory
Slovenia,1991,All genders,15-24 year olds,Percent,99.75774,High,Satisfactory,Slovenia - Satisfactory
Slovenia,2004,All genders,15-24 year olds,Percent,99.82676,High,Satisfactory,Slovenia - Satisfactory
Slovenia,2014,All genders,15-24 year olds,Percent,99.85942,High,Satisfactory,Slovenia - Satisfactory
Slovenia,2015,All genders,15-24 year olds,Percent,99.86239,High,Satisfactory,Slovenia - Satisfactory
Solomon Islands,1999,Male,15-24 year olds,Percent,90.0,High,Satisfactory,Solomon Islands - Satisfactory
Solomon Islands,1999,Female,15-24 year olds,Percent,80.0,High,Satisfactory,Solomon Islands - Satisfactory
Solomon Islands,1999,All genders,15-24 year olds,Percent,85.0,High,Satisfactory,Solomon Islands - Satisfactory
South Africa,2012,All genders,15-24 year olds,Percent,98.88204,High,Satisfactory,South Africa - Satisfactory
South Africa,2014,All genders,15-24 year olds,Percent,98.88228,High,Satisfactory,South Africa - Satisfactory
South Africa,2015,All genders,15-24 year olds,Percent,99.027,High,Satisfactory,South Africa - Satisfactory
South Africa,1980,Female,15-24 year olds,Percent,84.97326,High,Satisfactory,South Africa - Satisfactory
South Africa,1996,Female,15-24 year olds,Percent,94.28854,High,Satisfactory,South Africa - Satisfactory
South Africa,2007,Female,15-24 year olds,Percent,98.09211,High,Satisfactory,South Africa - Satisfactory
South Africa,2009,Female,15-24 year olds,Percent,98.8174,High,Satisfactory,South Africa - Satisfactory
South Africa,2010,Female,15-24 year olds,Percent,98.90137,High,Satisfactory,South Africa - Satisfactory
South Africa,2011,Female,15-24 year olds,Percent,99.15214,High,Satisfactory,South Africa - Satisfactory
South Africa,2012,Female,15-24 year olds,Percent,99.27071,High,Satisfactory,South Africa - Satisfactory
South Africa,2014,Female,15-24 year olds,Percent,99.08437,High,Satisfactory,South Africa - Satisfactory
South Africa,2015,Female,15-24 year olds,Percent,99.39841,High,Satisfactory,South Africa - Satisfactory
South Africa,1980,Male,15-24 year olds,Percent,85.3462,High,Satisfactory,South Africa - Satisfactory
South Africa,1996,Male,15-24 year olds,Percent,93.49841,High,Satisfactory,South Africa - Satisfactory
South Africa,2007,Male,15-24 year olds,Percent,97.04518,High,Satisfactory,South Africa - Satisfactory
South Africa,2009,Male,15-24 year olds,Percent,97.9152,High,Satisfactory,South Africa - Satisfactory
South Africa,2010,Male,15-24 year olds,Percent,98.38872,High,Satisfactory,South Africa - Satisfactory
South Africa,2011,Male,15-24 year olds,Percent,98.43064,High,Satisfactory,South Africa - Satisfactory
South Africa,2012,Male,15-24 year olds,Percent,98.49655,High,Satisfactory,South Africa - Satisfactory
South Africa,2014,Male,15-24 year olds,Percent,98.68172,High,Satisfactory,South Africa - Satisfactory
South Africa,2015,Male,15-24 year olds,Percent,98.69545,High,Satisfactory,South Africa - Satisfactory
South Africa,1980,All genders,15-24 year olds,Percent,85.16585,High,Satisfactory,South Africa - Satisfactory
South Africa,1996,All genders,15-24 year olds,Percent,93.90515,High,Satisfactory,South Africa - Satisfactory
South Africa,2007,All genders,15-24 year olds,Percent,97.57078,High,Satisfactory,South Africa - Satisfactory
South Africa,2009,All genders,15-24 year olds,Percent,98.36509,High,Satisfactory,South Africa - Satisfactory
South Africa,2010,All genders,15-24 year olds,Percent,98.64413,High,Satisfactory,South Africa - Satisfactory
South Africa,2011,All genders,15-24 year olds,Percent,98.78966,High,Satisfactory,South Africa - Satisfactory
South Sudan,2008,Male,15-24 year olds,Percent,44.0793614893495,Medium,Satisfactory,South Sudan - Satisfactory
South Sudan,2015,Male,15-24 year olds,Percent,46.89789,Medium,Satisfactory,South Sudan - Satisfactory
South Sudan,2008,All genders,15-24 year olds,Percent,36.702275421525,Low,Needs Improvement,South Sudan - Needs Improvement
South Sudan,2015,All genders,15-24 year olds,Percent,44.35482,Medium,Satisfactory,South Sudan - Satisfactory
South Sudan,2008,Female,15-24 year olds,Percent,29.5776241738085,Low,Needs Improvement,South Sudan - Needs Improvement
South Sudan,2015,Female,15-24 year olds,Percent,41.77599,Medium,Satisfactory,South Sudan - Satisfactory
Spain,2015,Female,15-24 year olds,Percent,99.72863,High,Satisfactory,Spain - Satisfactory
Spain,2004,Female,15-24 year olds,Percent,99.53496,High,Satisfactory,Spain - Satisfactory
Spain,2005,Female,15-24 year olds,Percent,99.50209,High,Satisfactory,Spain - Satisfactory
Spain,2007,Female,15-24 year olds,Percent,99.55811,High,Satisfactory,Spain - Satisfactory
Spain,2008,Female,15-24 year olds,Percent,99.60261,High,Satisfactory,Spain - Satisfactory
Spain,2009,Female,15-24 year olds,Percent,99.55732,High,Satisfactory,Spain - Satisfactory
Spain,2010,Female,15-24 year olds,Percent,99.68636,High,Satisfactory,Spain - Satisfactory
Spain,2011,Female,15-24 year olds,Percent,99.74597,High,Satisfactory,Spain - Satisfactory
Spain,2012,Female,15-24 year olds,Percent,99.70572,High,Satisfactory,Spain - Satisfactory
Spain,2013,Female,15-24 year olds,Percent,99.64289,High,Satisfactory,Spain - Satisfactory
Spain,2014,Female,15-24 year olds,Percent,99.68681,High,Satisfactory,Spain - Satisfactory
Spain,2015,All genders,15-24 year olds,Percent,99.7564,High,Satisfactory,Spain - Satisfactory
Spain,1981,All genders,15-24 year olds,Percent,98.64195,High,Satisfactory,Spain - Satisfactory
Spain,1991,All genders,15-24 year olds,Percent,99.55456,High,Satisfactory,Spain - Satisfactory
Spain,2004,All genders,15-24 year olds,Percent,99.5582,High,Satisfactory,Spain - Satisfactory
Spain,2005,All genders,15-24 year olds,Percent,99.53779,High,Satisfactory,Spain - Satisfactory
Spain,2007,All genders,15-24 year olds,Percent,99.56934,High,Satisfactory,Spain - Satisfactory
Spain,2008,All genders,15-24 year olds,Percent,99.56431,High,Satisfactory,Spain - Satisfactory
Spain,2009,All genders,15-24 year olds,Percent,99.599,High,Satisfactory,Spain - Satisfactory
Spain,2010,All genders,15-24 year olds,Percent,99.59463,High,Satisfactory,Spain - Satisfactory
Spain,2011,All genders,15-24 year olds,Percent,99.6994,High,Satisfactory,Spain - Satisfactory
Spain,2012,All genders,15-24 year olds,Percent,99.67278,High,Satisfactory,Spain - Satisfactory
Spain,2013,All genders,15-24 year olds,Percent,99.66926,High,Satisfactory,Spain - Satisfactory
Spain,2014,All genders,15-24 year olds,Percent,99.72029,High,Satisfactory,Spain - Satisfactory
Spain,1981,Male,15-24 year olds,Percent,98.64133,High,Satisfactory,Spain - Satisfactory
Spain,1991,Male,15-24 year olds,Percent,99.54005,High,Satisfactory,Spain - Satisfactory
Spain,2004,Male,15-24 year olds,Percent,99.58037,High,Satisfactory,Spain - Satisfactory
Spain,2005,Male,15-24 year olds,Percent,99.57169,High,Satisfactory,Spain - Satisfactory
Spain,2007,Male,15-24 year olds,Percent,99.58001,High,Satisfactory,Spain - Satisfactory
Spain,2008,Male,15-24 year olds,Percent,99.52782,High,Satisfactory,Spain - Satisfactory
Spain,2009,Male,15-24 year olds,Percent,99.63875,High,Satisfactory,Spain - Satisfactory
Spain,2010,Male,15-24 year olds,Percent,99.50677,High,Satisfactory,Spain - Satisfactory
Spain,2011,Male,15-24 year olds,Percent,99.65465,High,Satisfactory,Spain - Satisfactory
Spain,2012,Male,15-24 year olds,Percent,99.64105,High,Satisfactory,Spain - Satisfactory
Spain,2013,Male,15-24 year olds,Percent,99.69463,High,Satisfactory,Spain - Satisfactory
Spain,2014,Male,15-24 year olds,Percent,99.75246,High,Satisfactory,Spain - Satisfactory
Spain,2015,Male,15-24 year olds,Percent,99.78305,High,Satisfactory,Spain - Satisfactory
Spain,1981,Female,15-24 year olds,Percent,98.64258,High,Satisfactory,Spain - Satisfactory
Spain,1991,Female,15-24 year olds,Percent,99.56968,High,Satisfactory,Spain - Satisfactory
Sri Lanka,1981,Female,15-24 year olds,Percent,90.19227,High,Satisfactory,Sri Lanka - Satisfactory
Sri Lanka,2001,Female,15-24 year olds,Percent,96.12111,High,Satisfactory,Sri Lanka - Satisfactory
Sri Lanka,2006,Female,15-24 year olds,Percent,97.93921,High,Satisfactory,Sri Lanka - Satisfactory
Sri Lanka,2008,Female,15-24 year olds,Percent,98.5861,High,Satisfactory,Sri Lanka - Satisfactory
Sri Lanka,2010,Female,15-24 year olds,Percent,98.58897,High,Satisfactory,Sri Lanka - Satisfactory
Sri Lanka,1981,All genders,15-24 year olds,Percent,91.04334,High,Satisfactory,Sri Lanka - Satisfactory
Sri Lanka,2001,All genders,15-24 year olds,Percent,95.58863,High,Satisfactory,Sri Lanka - Satisfactory
Sri Lanka,2006,All genders,15-24 year olds,Percent,97.48406,High,Satisfactory,Sri Lanka - Satisfactory
Sri Lanka,2015,Female,15-24 year olds,Percent,99.16534,High,Satisfactory,Sri Lanka - Satisfactory
Sri Lanka,2008,All genders,15-24 year olds,Percent,97.9818,High,Satisfactory,Sri Lanka - Satisfactory
Sri Lanka,2010,All genders,15-24 year olds,Percent,98.15793,High,Satisfactory,Sri Lanka - Satisfactory
Sri Lanka,2015,All genders,15-24 year olds,Percent,98.76937,High,Satisfactory,Sri Lanka - Satisfactory
Sri Lanka,1981,Male,15-24 year olds,Percent,91.87977,High,Satisfactory,Sri Lanka - Satisfactory
Sri Lanka,2001,Male,15-24 year olds,Percent,95.06529,High,Satisfactory,Sri Lanka - Satisfactory
Sri Lanka,2006,Male,15-24 year olds,Percent,97.02708,High,Satisfactory,Sri Lanka - Satisfactory
Sri Lanka,2008,Male,15-24 year olds,Percent,97.33251,High,Satisfactory,Sri Lanka - Satisfactory
Sri Lanka,2010,Male,15-24 year olds,Percent,97.68654,High,Satisfactory,Sri Lanka - Satisfactory
Sri Lanka,2015,Male,15-24 year olds,Percent,98.36592,High,Satisfactory,Sri Lanka - Satisfactory
Sudan,2000,Female,15-24 year olds,Percent,72.33138,High,Satisfactory,Sudan - Satisfactory
Sudan,2008,Female,15-24 year olds,Percent,62.71716,Medium,Satisfactory,Sudan - Satisfactory
Sudan,2015,Female,15-24 year olds,Percent,70.41341,High,Satisfactory,Sudan - Satisfactory
Sudan,2000,Male,15-24 year olds,Percent,85.69496,High,Satisfactory,Sudan - Satisfactory
Sudan,2008,Male,15-24 year olds,Percent,68.66786,Medium,Satisfactory,Sudan - Satisfactory
Sudan,2015,Male,15-24 year olds,Percent,71.31596,High,Satisfactory,Sudan - Satisfactory
Sudan,2000,All genders,15-24 year olds,Percent,78.15559,High,Satisfactory,Sudan - Satisfactory
Sudan,2008,All genders,15-24 year olds,Percent,65.80535,Medium,Satisfactory,Sudan - Satisfactory
Sudan,2015,All genders,15-24 year olds,Percent,70.86966,High,Satisfactory,Sudan - Satisfactory
Suriname,2004,Male,15-24 year olds,Percent,95.61588,High,Satisfactory,Suriname - Satisfactory
Suriname,2008,Male,15-24 year olds,Percent,99.37586,High,Satisfactory,Suriname - Satisfactory
Suriname,2010,Male,15-24 year olds,Percent,97.97273,High,Satisfactory,Suriname - Satisfactory
Suriname,2015,Male,15-24 year olds,Percent,98.41636,High,Satisfactory,Suriname - Satisfactory
Suriname,2004,All genders,15-24 year olds,Percent,94.88114,High,Satisfactory,Suriname - Satisfactory
Suriname,2008,All genders,15-24 year olds,Percent,99.41642,High,Satisfactory,Suriname - Satisfactory
Suriname,2010,All genders,15-24 year olds,Percent,98.37664,High,Satisfactory,Suriname - Satisfactory
Suriname,2015,All genders,15-24 year olds,Percent,99.02734,High,Satisfactory,Suriname - Satisfactory
Suriname,2015,Female,15-24 year olds,Percent,99.66081,High,Satisfactory,Suriname - Satisfactory
Suriname,2004,Female,15-24 year olds,Percent,94.13904,High,Satisfactory,Suriname - Satisfactory
Suriname,2008,Female,15-24 year olds,Percent,99.45978,High,Satisfactory,Suriname - Satisfactory
Suriname,2010,Female,15-24 year olds,Percent,98.80215,High,Satisfactory,Suriname - Satisfactory
Swaziland,1976,Female,15-24 year olds,Percent,74.97966,High,Satisfactory,Swaziland - Satisfactory
Swaziland,1986,Female,15-24 year olds,Percent,84.2976,High,Satisfactory,Swaziland - Satisfactory
Swaziland,2000,Female,15-24 year olds,Percent,92.94364,High,Satisfactory,Swaziland - Satisfactory
Swaziland,2010,Female,15-24 year olds,Percent,94.74849,High,Satisfactory,Swaziland - Satisfactory
Swaziland,2015,Female,15-24 year olds,Percent,96.02217,High,Satisfactory,Swaziland - Satisfactory
Swaziland,2000,All genders,15-24 year olds,Percent,91.86324,High,Satisfactory,Swaziland - Satisfactory
Swaziland,2010,All genders,15-24 year olds,Percent,93.5023,High,Satisfactory,Swaziland - Satisfactory
Swaziland,2015,All genders,15-24 year olds,Percent,94.77031,High,Satisfactory,Swaziland - Satisfactory
Swaziland,1976,All genders,15-24 year olds,Percent,75.45244,High,Satisfactory,Swaziland - Satisfactory
Swaziland,1986,All genders,15-24 year olds,Percent,83.74824,High,Satisfactory,Swaziland - Satisfactory
Swaziland,1976,Male,15-24 year olds,Percent,76.08308,High,Satisfactory,Swaziland - Satisfactory
Swaziland,1986,Male,15-24 year olds,Percent,83.08649,High,Satisfactory,Swaziland - Satisfactory
Swaziland,2000,Male,15-24 year olds,Percent,90.69415,High,Satisfactory,Swaziland - Satisfactory
Swaziland,2010,Male,15-24 year olds,Percent,92.18742,High,Satisfactory,Swaziland - Satisfactory
Swaziland,2015,Male,15-24 year olds,Percent,93.53128,High,Satisfactory,Swaziland - Satisfactory
Syrian Arab Republic,1981,Female,15-24 year olds,Percent,59.01689,Medium,Satisfactory,Syrian Arab Republic - Satisfactory
Syrian Arab Republic,2002,Female,15-24 year olds,Percent,92.96355,High,Satisfactory,Syrian Arab Republic - Satisfactory
Syrian Arab Republic,2004,Female,15-24 year olds,Percent,90.21858,High,Satisfactory,Syrian Arab Republic - Satisfactory
Syrian Arab Republic,2014,Female,15-24 year olds,Percent,95.26723,High,Satisfactory,Syrian Arab Republic - Satisfactory
Syrian Arab Republic,2015,Female,15-24 year olds,Percent,95.63101,High,Satisfactory,Syrian Arab Republic - Satisfactory
Syrian Arab Republic,1981,All genders,15-24 year olds,Percent,74.2764,High,Satisfactory,Syrian Arab Republic - Satisfactory
Syrian Arab Republic,2002,All genders,15-24 year olds,Percent,95.18883,High,Satisfactory,Syrian Arab Republic - Satisfactory
Syrian Arab Republic,2004,All genders,15-24 year olds,Percent,92.45381,High,Satisfactory,Syrian Arab Republic - Satisfactory
Syrian Arab Republic,2014,All genders,15-24 year olds,Percent,96.14958,High,Satisfactory,Syrian Arab Republic - Satisfactory
Syrian Arab Republic,2015,All genders,15-24 year olds,Percent,96.4208,High,Satisfactory,Syrian Arab Republic - Satisfactory
Syrian Arab Republic,1981,Male,15-24 year olds,Percent,88.83198,High,Satisfactory,Syrian Arab Republic - Satisfactory
Syrian Arab Republic,2002,Male,15-24 year olds,Percent,97.14407,High,Satisfactory,Syrian Arab Republic - Satisfactory
Syrian Arab Republic,2004,Male,15-24 year olds,Percent,94.60731,High,Satisfactory,Syrian Arab Republic - Satisfactory
Syrian Arab Republic,2014,Male,15-24 year olds,Percent,96.9605,High,Satisfactory,Syrian Arab Republic - Satisfactory
Syrian Arab Republic,2015,Male,15-24 year olds,Percent,97.1432,High,Satisfactory,Syrian Arab Republic - Satisfactory
Tajikistan,1989,Male,15-24 year olds,Percent,99.73645,High,Satisfactory,Tajikistan - Satisfactory
Tajikistan,2000,Male,15-24 year olds,Percent,99.84443,High,Satisfactory,Tajikistan - Satisfactory
Tajikistan,2014,Male,15-24 year olds,Percent,99.86035,High,Satisfactory,Tajikistan - Satisfactory
Tajikistan,2015,Male,15-24 year olds,Percent,99.86144,High,Satisfactory,Tajikistan - Satisfactory
Tajikistan,2015,Female,15-24 year olds,Percent,99.88926,High,Satisfactory,Tajikistan - Satisfactory
Tajikistan,1989,All genders,15-24 year olds,Percent,99.70358,High,Satisfactory,Tajikistan - Satisfactory
Tajikistan,2000,All genders,15-24 year olds,Percent,99.84706,High,Satisfactory,Tajikistan - Satisfactory
Tajikistan,2014,All genders,15-24 year olds,Percent,99.87346,High,Satisfactory,Tajikistan - Satisfactory
Tajikistan,2015,All genders,15-24 year olds,Percent,99.87511,High,Satisfactory,Tajikistan - Satisfactory
Tajikistan,1989,Female,15-24 year olds,Percent,99.67125,High,Satisfactory,Tajikistan - Satisfactory
